article_id,expr_type,value,offset
1617.txt,part-relative-year/month/week,just 12 months,1533
1617.txt,part-relative-year/month/week,up this year,2319
1159.txt,year,1978,1390
1159.txt,relative-year/month/week,many years,798
354.txt,month,January,684
354.txt,month,September,1532
354.txt,year,2002,1406
354.txt,part-relative-year/month/week,assets two years,1680
432.txt,year,1953,579
432.txt,year,1956,588
432.txt,year,2002,659
432.txt,year,1970,1742
432.txt,day-month,22 February,757
426.txt,dayofweek,Tuesday,400
426.txt,dayofweek,Monday,2711
426.txt,day-month-year,13 February 2003,1090
426.txt,part-relative-year/month/week,to 21 years,508
340.txt,dayofweek,Thursday,76
340.txt,dayofweek,Thursday,1281
340.txt,year,2015,423
340.txt,day-month,11 September,620
368.txt,year,2004,1321
368.txt,relative-year/month/week,Last year,564
368.txt,part-relative-year/month/week,home last year,98
369.txt,dayofweek,Thursday,91
427.txt,year,1997,411
427.txt,year,1980,1073
427.txt,day-month,23 June,1363
427.txt,part-relative-year/month/week,later this year,171
341.txt,dayofweek,Monday,854
341.txt,year,2005,649
341.txt,year,2003,693
341.txt,year,2003,1627
341.txt,year,2004,2901
341.txt,relative-year/month/week,Last year,2155
341.txt,part-relative-year/month/week,for 12 years,1611
341.txt,part-relative-year/month/week,Earlier this month,1779
355.txt,month,January,611
355.txt,month,February,1514
355.txt,dayofweek,Friday,97
355.txt,dayofweek,Friday,674
355.txt,dayofweek,Thursday,736
355.txt,dayofweek,Thursday,861
355.txt,year,2005,216
355.txt,year,3652,650
355.txt,year,3667,728
1158.txt,dayofweek,Saturday,124
1158.txt,dayofweek,Saturday,528
1158.txt,relative-year/month/week,Four months,834
1170.txt,part-relative-year/month/week,Joynt last year,271
1170.txt,part-relative-year/month/week,success last year,523
1170.txt,part-relative-year/month/week,couple of years,1591
1170.txt,part-relative-year/month/week,of the year,1749
1170.txt,part-relative-year/month/week,couple of years,1848
1616.txt,month,November,599
1616.txt,month,February,998
1616.txt,month,June,1316
1616.txt,month,October,1858
1616.txt,month,November,3464
1616.txt,month,December,3479
1616.txt,year,1998,874
1616.txt,year,2500,3290
1616.txt,part-relative-year/month/week,July this year,1649
1616.txt,part-relative-year/month/week,static for years,1773
382.txt,month,October,69
382.txt,month,October,204
382.txt,month,November,1481
382.txt,month,October,1589
382.txt,year,2004,1184
382.txt,month-year,September 30,1131
382.txt,decade,the 1990s,1247
382.txt,part-relative-year/month/week,rise in month,550
382.txt,part-relative-year/month/week,month on month,806
382.txt,part-relative-year/month/week,than a year,843
382.txt,part-relative-year/month/week,earlier this month,1037
382.txt,part-relative-year/month/week,in a year,1075
382.txt,part-relative-year/month/week,of recent years,1713
396.txt,month,December,676
1164.txt,dayofweek,Saturday,48
1164.txt,year,1400,71
1164.txt,day-month,26 February,58
1164.txt,part-relative-year/month/week,Rome last year,142
1164.txt,part-relative-year/month/week,in a year,1320
619.txt,year,2004,81
619.txt,year,2004,630
619.txt,year,2004,963
619.txt,part-relative-year/month/week,Prince last year,772
81.txt,dayofweek,Monday,602
81.txt,year,2001,1203
81.txt,year,2001,1278
81.txt,year,2005,1368
81.txt,year,2009,1521
81.txt,year,2009,2861
81.txt,part-relative-year/month/week,later this year,2119
81.txt,part-relative-year/month/week,a twenty year,2353
81.txt,part-relative-year/month/week,next few months,2496
1399.txt,dayofweek,Saturday,1425
95.txt,month,December,674
95.txt,month-year,January 2004,464
95.txt,relative-year/month/week,lower year,951
95.txt,part-relative-year/month/week,January last year,346
95.txt,part-relative-year/month/week,the last months,745
95.txt,part-relative-year/month/week,is the year,797
143.txt,month,December,2469
143.txt,year,2005,540
143.txt,part-relative-year/month/week,to 20 years,809
143.txt,part-relative-year/month/week,debut last month,2878
143.txt,part-relative-year/month/week,later this year,3065
625.txt,part-relative-year/month/week,of the year,796
631.txt,dayofweek,Sunday,1156
631.txt,year,1976,2016
631.txt,part-of-decade,the early 1980s,1314
631.txt,part-relative-year/month/week,last six months,657
157.txt,month,September,968
157.txt,month,October,1070
157.txt,dayofweek,Saturday,759
157.txt,part-relative-year/month/week,August last year,522
157.txt,part-relative-year/month/week,the three months,948
1428.txt,year,2003,550
1428.txt,part-relative-year/month/week,within a month,80
1428.txt,part-relative-year/month/week,one more year,343
1428.txt,part-relative-year/month/week,the next month,392
802.txt,dayofweek,Monday,344
802.txt,dayofweek,Monday,2036
802.txt,dayofweek,Tuesday,2436
802.txt,month-year,November 2003,2626
802.txt,month-year,June 2004,2803
802.txt,decade,the 1960s,1411
802.txt,part-relative-year/month/week,for 29 years,1442
802.txt,part-relative-year/month/week,for 40 years,1485
802.txt,part-relative-year/month/week,for 10 years,3025
42.txt,year,2004,122
42.txt,year,2004,469
42.txt,year,2004,560
42.txt,year,2005,1326
42.txt,relative-year/month/week,great year,20
42.txt,relative-year/month/week,great year,486
42.txt,part-relative-year/month/week,margins this year,161
42.txt,part-relative-year/month/week,the previous year,587
42.txt,part-relative-year/month/week,over the year,900
42.txt,part-relative-year/month/week,later this year,995
42.txt,part-relative-year/month/week,Europe this year,1058
42.txt,part-relative-year/month/week,the coming year,1195
816.txt,dayofweek,Wednesday,491
816.txt,dayofweek,Wednesday,776
816.txt,dayofweek,Thursday,980
816.txt,part-relative-year/month/week,begin next year,470
56.txt,month,December,1191
56.txt,year,1992,869
56.txt,year,2009,1938
56.txt,year,2003,2173
56.txt,relative-year/month/week,Last year,803
56.txt,part-relative-year/month/week,next three months,686
4.txt,year,2018,870
4.txt,year,2000,3874
4.txt,part-of-decade,the late 1970s,2060
4.txt,part-relative-year/month/week,in 10 years,1068
4.txt,part-relative-year/month/week,in future years,4295
4.txt,part-relative-year/month/week,past three years,4633
180.txt,month,November,66
180.txt,month,October,275
180.txt,month,October,497
180.txt,month,November,520
180.txt,month,November,718
180.txt,month,October,1321
180.txt,year,2004,645
180.txt,year,2003,711
180.txt,part-relative-year/month/week,first eleven months,622
180.txt,part-relative-year/month/week,the fifth month,1404
180.txt,part-relative-year/month/week,on recent months,1522
1414.txt,dayofweek,Sunday,377
1372.txt,month,March,151
1372.txt,dayofweek,Wednesday,900
1372.txt,day-month,22 February,308
1372.txt,month-year,December 19,792
1372.txt,part-relative-year/month/week,Fulham last weekend,215
1366.txt,dayofweek,Saturday,174
1366.txt,dayofweek,Tuesday,599
1366.txt,dayofweek,Sunday,859
1366.txt,dayofweek,Sunday,1447
1366.txt,day-month,23 February,306
1366.txt,day-month,27 November,1073
1366.txt,part-relative-year/month/week,nearly three months,215
1400.txt,month,April,33
1400.txt,relative-year/month/week,Four months,318
1400.txt,part-relative-year/month/week,of this weekend,824
194.txt,dayofweek,Sunday,1310
194.txt,year,2004,732
194.txt,year,2005,1016
194.txt,year,2006,1651
194.txt,part-relative-year/month/week,for 62 years,291
194.txt,part-relative-year/month/week,an important year,754
779.txt,part-relative-year/month/week,homes a year,1878
989.txt,month,February,428
989.txt,year,2006,66
989.txt,year,1917,324
989.txt,year,1998,727
989.txt,year,2002,794
989.txt,relative-year/month/week,For years,506
989.txt,part-relative-year/month/week,The following year,800
989.txt,part-relative-year/month/week,a two year,872
745.txt,dayofweek,Sunday,2291
962.txt,dayofweek,Sunday,725
962.txt,dayofweek,Sunday,3084
962.txt,month-year,June 2004,379
962.txt,month-year,November 2003,896
962.txt,month-year,June 2004,1274
962.txt,part-relative-year/month/week,from six months,430
962.txt,part-relative-year/month/week,this six months,537
962.txt,part-relative-year/month/week,through the year,1196
1548.txt,year,2001,674
1548.txt,year,0800,1421
1548.txt,year,9276,1430
1548.txt,year,2006,1695
1548.txt,day-month-year,23 October 2003,283
1548.txt,day-month-year,13 January 2004,377
1548.txt,part-relative-year/month/week,of this year,1662
1560.txt,month,January,4603
1560.txt,dayofweek,Thursday,326
1560.txt,year,2005,808
1560.txt,decade,the 1980s,1570
1560.txt,part-relative-year/month/week,the coming year,622
1560.txt,part-relative-year/month/week,the next year,1602
792.txt,dayofweek,Wednesday,174
792.txt,dayofweek,Sunday,604
1212.txt,month,January,194
1212.txt,month,February,297
1212.txt,year,2005,14
1212.txt,year,2005,59
1212.txt,part-relative-year/month/week,earlier that month,360
786.txt,dayofweek,Saturday,983
786.txt,dayofweek,Sunday,1463
786.txt,dayofweek,Friday,2958
786.txt,dayofweek,Friday,3638
786.txt,part-relative-year/month/week,others this weekend,3394
1574.txt,year,2009,2116
1574.txt,relative-year/month/week,Twelve months,963
1574.txt,part-relative-year/month/week,past 12 months,94
1574.txt,part-relative-year/month/week,million a year,253
1574.txt,part-relative-year/month/week,the past year,712
1574.txt,part-relative-year/month/week,in a year,845
1574.txt,part-relative-year/month/week,the past year,1408
1574.txt,part-relative-year/month/week,next five years,2033
209.txt,dayofweek,Tuesday,72
209.txt,year,2009,931
553.txt,dayofweek,Monday,215
553.txt,day-month,16 January,814
553.txt,day-month,27 February,855
553.txt,relative-year/month/week,Last year,507
235.txt,year,2008,485
235.txt,year,2008,1340
235.txt,year,2005,1769
235.txt,year,2005,2221
235.txt,year,2004,2383
235.txt,year,2005,2406
235.txt,month-year,March 2006,565
235.txt,relative-year/month/week,this year,1741
235.txt,part-relative-year/month/week,end a year,644
235.txt,part-relative-year/month/week,Earlier this month,852
235.txt,part-relative-year/month/week,the tax year,1078
235.txt,part-relative-year/month/week,next two years,2311
221.txt,year,2005,221
221.txt,year,2005,727
221.txt,year,2004,961
221.txt,year,2005,1706
221.txt,year,2005,2574
221.txt,part-relative-year/month/week,spending next year,64
221.txt,part-relative-year/month/week,first six months,201
221.txt,part-relative-year/month/week,for next year,575
221.txt,part-relative-year/month/week,bankruptcy for months,1550
547.txt,year,2003,560
547.txt,day-month,26 December,193
547.txt,relative-year/month/week,this year,630
547.txt,relative-year/month/week,The weekend,799
547.txt,relative-year/month/week,last year,893
547.txt,part-relative-year/month/week,over a weekend,615
547.txt,part-relative-year/month/week,on a weekend,664
1038.txt,year,1974,260
1038.txt,month-year,October 1989,2259
1038.txt,month-year,June 1991,2344
1004.txt,part-relative-year/month/week,Hughes last year,945
590.txt,part-relative-year/month/week,over two years,1906
1762.txt,year,2003,287
1762.txt,year,2005,486
1762.txt,year,2005,2119
1762.txt,year,2005,2300
1762.txt,year,2004,2879
1762.txt,year,2009,2939
1762.txt,relative-year/month/week,This year,2740
1762.txt,part-relative-year/month/week,sold last year,181
1762.txt,part-relative-year/month/week,couple of years,920
1762.txt,part-relative-year/month/week,July last year,3152
1762.txt,part-relative-year/month/week,the coming year,3638
1776.txt,year,2004,954
1776.txt,year,2003,1685
1776.txt,part-relative-year/month/week,society for years,1362
584.txt,year,2004,447
584.txt,day-month,14 January,783
584.txt,day-month,14 March,1014
584.txt,relative-year/month/week,This year,520
584.txt,part-relative-year/month/week,March next year,1017
1760.txt,month,January,761
1760.txt,month,January,1068
1760.txt,part-relative-year/month/week,last few months,836
1760.txt,part-relative-year/month/week,clearly a month,1079
1760.txt,part-relative-year/month/week,the bleakest month,1486
592.txt,dayofweek,Monday,216
592.txt,dayofweek,Tuesday,269
592.txt,dayofweek,Monday,463
592.txt,dayofweek,Tuesday,471
592.txt,dayofweek,Wednesday,982
592.txt,dayofweek,Monday,1170
592.txt,year,1995,1274
592.txt,day-month,15 June,510
592.txt,part-relative-year/month/week,band two years,1438
1006.txt,dayofweek,Monday,2789
1006.txt,year,1997,272
586.txt,year,2002,491
586.txt,year,3000,549
586.txt,year,2003,778
586.txt,year,2004,839
1774.txt,dayofweek,Tuesday,564
1774.txt,year,2005,1220
1774.txt,part-relative-year/month/week,released last year,173
1774.txt,part-relative-year/month/week,The last year,574
1774.txt,part-relative-year/month/week,a great year,597
1774.txt,part-relative-year/month/week,of this year,972
1748.txt,month-year,December 2004,1306
237.txt,dayofweek,Wednesday,231
237.txt,year,2003,1542
237.txt,month-year,January 2004,339
237.txt,month-year,September 2004,1665
237.txt,part-relative-year/month/week,for two years,1835
551.txt,year,2001,1612
551.txt,month-year,April 2004,489
551.txt,month-year,October 2002,2067
551.txt,part-relative-year/month/week,for this year,81
551.txt,part-relative-year/month/week,only one year,1197
551.txt,part-relative-year/month/week,Released last year,2504
551.txt,part-relative-year/month/week,of the year,2969
551.txt,part-relative-year/month/week,at last year,3043
545.txt,month,April,381
545.txt,year,2004,1208
545.txt,day-month,26 June,785
545.txt,part-relative-year/month/week,for this year,55
545.txt,part-relative-year/month/week,in recent years,875
545.txt,part-relative-year/month/week,of this year,1576
223.txt,month,January,821
223.txt,dayofweek,Thursday,94
223.txt,dayofweek,Wednesday,711
223.txt,year,2005,320
579.txt,dayofweek,Friday,164
579.txt,dayofweek,Wednesday,1011
579.txt,dayofweek,Sunday,1254
948.txt,part-relative-year/month/week,warning for months,1685
790.txt,dayofweek,Wednesday,600
790.txt,dayofweek,Thursday,1162
790.txt,dayofweek,Friday,1376
790.txt,part-relative-year/month/week,than 50 years,1830
1562.txt,month,May,2594
1562.txt,year,2048,2453
1562.txt,year,1080,2460
